Visit_ID,Communication,Cleanliness,Wait_Experience,Overall_Experience
dfcde729-32ee-4e50-8099-c368b08def8d,5,3,5,2
30870ab6-275a-4334-ade5-498899302ede,5,2,3,2
27915ce3-6a36-4cd4-8bc5-6e346bbc67eb,3,4,1,4
97da733e-fdbc-4049-b966-a6111922dcd0,4,3,5,5
260d21d9-c6fe-4f63-a7fe-be86ec1d3ae7,2,1,3,3
0514fdbc-d3d3-40f1-b821-3ce9ff90b848,4,3,1,5
5b27ee67-4c21-43e1-a76c-a97a10bbd68b,5,1,4,1
6b2cdb38-e7f1-436b-96bf-c4040d8aad2f,2,5,5,2
161da880-c833-4cb4-8298-b48cc77d228a,4,5,1,2
e0ae33c1-59d8-4f34-89cc-12f44dde157a,3,5,4,3
82c9bd0e-1e6a-4563-97a2-dc7da220fb44,4,5,3,5
eba0e02c-9249-46a2-bcd4-6134e42b15b9,5,5,4,1
9484ec5b-ceb3-42cb-b060-8b42ac2489d1,2,3,5,2
b417f966-0765-4d52-b276-ad2400e79a7b,2,1,2,3
f53011db-64ed-474c-840e-aab61e58fcee,2,5,3,3
f5945d07-2b34-4935-a191-216b876b97fc,3,5,4,1
9d5f6afb-4b33-4cc0-84b8-babbc2dce001,2,1,1,3
c99b31d1-9d2c-4a1f-ac02-17ffcd3c12bc,4,3,2,3
ee019ab5-b9ed-4a48-b1ca-a4818c143c30,1,5,2,5
1f597529-5d21-4d6e-8711-fb0e733db3c7,1,3,3,2
686bc53c-aec2-4d9c-b553-fc80511fcc81,3,5,4,5
08f285fd-27e9-4bb7-bde0-abaec9d7b5bd,4,3,5,3
55a9cc23-6e85-40e5-b7dd-7f405bc1716a,3,4,4,4
bc9586cb-c9bc-4a5d-81ce-f44e19f1de6b,1,5,4,1
22e31fb5-de63-47ac-8888-40317c1b06f1,2,5,3,3
89bfe7da-163a-4638-b3ff-ccea489963b5,1,2,3,3
13586f88-ae4a-4485-a64e-12c9c37c01d9,1,2,1,5
8411f8b2-5185-41ac-8bdd-e07705bd3b6d,1,3,5,1
46f84808-3a76-471b-85a0-af97d860da1d,3,2,3,2
d0e41393-f939-4b34-a2bb-58593b3aae05,5,3,1,1
56a17a70-d2fb-4bce-9644-e6304ffb236c,3,5,2,3
6d9c36ca-0f24-4ddb-ae80-c003caa08813,5,5,1,5
2c071c3c-c811-47d5-bac7-481127f7c5cd,3,4,5,4
e7924da0-b73a-4ac4-bded-dc399ba68216,1,4,1,3
a2a4f70a-cbb8-48c4-9523-6c4fd1db2e22,2,2,1,1
ffcac42f-252f-4f4b-a913-a0ac7592fdc7,4,5,3,1
bc45044b-f51a-4c6c-9f34-8e5da4fa28fd,5,3,5,4
de84b4c7-58cb-486b-95fa-e2a14b662dfb,3,2,1,1
49077d2f-7b48-49df-a0c7-0cac056812e6,2,4,4,1
6eac1658-5b57-4940-a47a-bb3671ecaf4b,4,1,1,5
97ee3f3f-92fe-4471-88f3-b9c51435ea79,2,3,2,1
c55b5f6a-bde6-47d5-ac0e-31f5e3094a3a,5,1,2,2
5a1d6aa7-98f4-47fd-a390-52e3dfc27200,5,2,1,4
620f5f8f-211c-49f1-9a3c-ee2b0de9f11c,4,2,1,3
55249d7a-1d8b-469e-b392-555b8bf60779,4,1,4,4
1e97006e-c5f4-4f20-8a17-08c08493c435,5,2,1,3
3cd12583-d451-4f33-9791-a15cbf9035ae,5,2,3,5
11f3af69-1d0b-439f-96b2-358ae7505e5a,1,5,5,1
3916379a-94b4-4759-9090-4dace63e793f,4,3,4,3
7cbccb74-8b4c-456e-9b42-bf610ee01d5e,4,4,1,3
08500df7-6de3-4faf-b791-d513a777c3a6,5,5,3,5
3b3dba74-7c1c-4631-8db7-7dd9184532ce,3,2,1,4
f43c1565-b429-49e5-81c5-fb4c5674549e,1,4,4,4
47b0959f-62d7-4df7-9a45-243041f35f51,3,2,4,4
3898119f-3fca-4592-8771-e22ea06c764d,5,3,2,1
c4d3114e-b5c3-4c28-988e-86eacab0e2a9,1,2,2,5
eb65d522-6b21-471a-8519-fdccce160a2e,1,1,1,3
313b9da8-0dbb-4bc2-8c06-27d78f508fb0,5,1,5,4
bbf93b56-04cb-4bac-8511-79aab0ae7d5b,2,1,3,4
346a97ec-6c40-4725-a703-89c82909d604,2,1,2,4
bb11a5f0-234c-41ec-8b66-35402852e9d0,4,4,2,2
3e105b5b-75e2-41a7-a902-5fa51cf3a2e9,5,1,5,1
622660a9-a100-4b5d-9315-a94485a13d06,5,2,4,4
31480f77-ad2e-4e81-996e-709a4e5eab2b,3,5,1,2
e7548ca3-8bc0-4fb7-8efc-1ccf68ea24b1,5,2,1,5
1ac678cf-6085-494d-812a-232041e839b2,2,2,3,3
debaf693-f381-4c2c-b6b5-5d82f9cdf245,5,2,5,4
207bea9a-d9a9-462f-b9c4-47f5434a3038,3,2,5,1
4866d081-4f51-4010-8b7c-3fa5edeba219,4,5,5,4
05c28e1e-e54a-41db-8ddc-2621927161ec,1,1,4,1
d31974e5-06a5-4e64-9806-6cfd5a0751f5,4,3,5,2
2e89a95b-a093-4b61-a690-c8c6c7e73665,3,4,4,1
f8af0620-8c23-4007-a494-5e87afcf9062,5,5,1,5
c5844782-7354-49ad-8424-61f6cddaa9a8,2,5,4,1
14e4b64f-bd43-4932-87b5-93749294fbe8,5,5,1,3
0aa4192f-2289-4485-99a5-329a7b46aed7,1,4,3,2
5e02222a-9c2f-439f-b95a-706ea82940d9,2,2,5,1
97c7647b-c3b9-4a27-915f-d81df4dbc297,4,4,3,4
fa3556f0-eaf0-4e51-a9ec-6f76b8ae84e9,3,5,5,5
1ef2e0cb-d11e-406e-a22b-f70766bee5b9,4,2,3,3
9688f736-cca9-4bf8-9301-b8e063befe5b,1,5,2,1
1d21f9a4-27de-4ab5-9605-eef914ef03e9,1,3,2,1
3e542add-c9ea-49a2-873f-9257a5357775,5,1,4,3
6f1ece7c-47ae-489c-b410-1fb8d34d22a4,5,1,3,3
3919014c-39fc-4980-8796-b054d9d3dcae,5,5,5,1
70ac1077-c30b-47c2-936e-6289f3f74aa6,1,2,1,4
71a663f1-1a89-4511-a43d-ac88df2f282a,2,3,4,4
b8801786-1c0d-4508-9c9e-858f2262bb6b,4,3,4,4
a445c13d-5937-4513-a91f-aa1e6a0174fb,4,2,2,1
7ec708b6-843c-4f7a-87ff-3f6f1a38a95a,3,2,3,2
f30214af-287b-4e1a-9c97-52e591226cc6,3,3,3,1
aa381bd0-134e-43f1-8c37-ddb7dafc38c3,2,1,4,2
372b2e5d-39cb-4684-8f7b-f0cb61bc4335,5,1,2,4
a1fa5242-c144-4008-9598-5dac6ff9dee7,5,3,1,1
47c1d7ce-31bb-4652-a609-556929925f06,2,4,2,4
eb7398b7-5fec-4dae-9bf6-71bc850b88fc,4,3,3,1
c0e93ac2-5ade-4217-9792-dfd39359cd56,5,5,1,4
e6557421-236d-4127-9cba-e510f1993d30,4,4,4,3
d2b18080-8211-40d7-81ce-fe240b6ddf14,1,2,1,1
109f97cd-6a6c-4dc9-a14d-0228fdc6e7c3,3,3,4,2
bf3bd8e9-d2a1-4010-8062-c5369a78709e,5,3,2,4
874fc039-025b-49d9-80f5-3bf0a357a286,3,4,1,5
876d6bbb-b580-4f93-ab82-bc4470abca94,2,3,5,2
54c331dd-6f09-4876-b451-4bb051ed5393,1,5,3,5
a4f3c1f1-6d8e-4ca0-9883-498597d1670c,5,1,4,4
49571c38-b829-4695-8c28-47465ceca1c9,5,3,1,1
3e8b6d4e-f0b3-4baf-90ec-8f71fee582b4,4,1,1,1
4a36f405-3013-4d90-bdc2-6579414f297c,3,2,5,1
c96a4cac-9076-492c-acd2-a7627eca0515,1,2,2,5
98af3872-577e-4555-9dea-ad544be7e139,4,3,5,4
196f70d1-0e3b-4327-981e-77988e27b798,1,2,1,3
2766756a-cfce-405f-9abc-6fc9b949fcf4,1,3,3,1
43827dbd-1987-49d2-8203-b5bc457d2898,2,1,1,4
9eb2793b-890b-46f4-8ba3-c808dad3a399,2,4,1,3
22b238b4-4ddd-43d3-9eab-0845e00722e3,4,3,1,3
87705689-cf3d-4262-a1a2-d4bd66e6b39a,4,4,5,4
a87c6ab5-7176-4392-8940-66bc76d1ee8c,4,1,5,1
46ac7e5d-e3aa-4309-8a92-487b791e02aa,1,1,4,1
4f03ddab-f593-4976-8a77-08a1b4cd3a9a,5,4,4,2
4e380afe-e07b-406d-ada1-1f00bd533274,2,3,4,4
7910509f-63c1-4adf-9c9d-0f4c32eaf0fe,5,4,1,3
b8ae481e-992b-473a-8dee-4b09b6185a2f,3,3,4,5
cf786366-4402-47b5-815f-fc9ab2dc1455,2,3,4,5
24eaaec9-4bd1-4a67-ac02-b8dcc738391e,3,4,2,1
22a26d9b-8c8e-48a0-84fb-b65591bdf4f8,3,1,5,2
6402a013-5653-42e8-9289-a5ff6fb72669,4,5,4,5
066278a5-46ac-4c27-ae8f-156115b507b6,1,2,5,1
3cb7e3c3-f1b2-4c77-9337-648f4b68066a,5,5,3,2
3b7cc936-e884-4923-975a-f44624006e6c,3,1,2,5
1db22a12-0150-4dce-a9cd-b57386ab434f,4,2,3,3
daf20ce4-2304-4bac-b79b-211db0023a5a,1,4,5,5
ee2f1070-edd5-4bc3-a953-a6310e108645,2,5,5,5
5c5815fb-f439-42b2-8640-348794bcf5dc,3,3,3,5
03fa8da1-c152-460e-82d2-999039a3ecf1,4,1,4,5
5cfeb2ce-96c3-475d-9f03-6c01c554b677,4,1,2,1
076ac9e8-eaef-4986-b14c-a057f93bfba4,4,1,5,4
6a23ad83-7098-4026-8ee5-e0ef610eed06,2,5,1,3
dc72aa46-0cd8-455b-8962-150c95b64ccb,1,3,2,4
284a589d-6521-4515-a500-324e35c1879c,5,5,3,1
dcae327c-5d21-4f23-9976-e4918bc0b900,5,3,5,5
4644d7b2-fdc2-4c0d-8557-82f6dab8774e,3,2,5,2
e13ffdd2-1053-45e2-8e12-193cd2f149b2,1,4,3,2
961156a2-0ace-4e4c-9bd0-b61eefc33e3b,3,1,1,4
83abf790-14f6-4afa-809d-bb618da3c941,5,3,1,2
c1851ddc-802c-473d-9e0d-a89cbe76a5b4,2,5,5,4
0ead304f-fd31-4ab2-8e4f-6bb0bb0a298d,1,5,4,3
6b17128f-59fa-4f10-b2a6-1c119ebbe434,1,1,1,2
6bbdfe9c-9291-4033-a9cd-6d6763ddc810,3,1,1,5
62ff8da7-57b3-4dbd-af2b-2c4f44fab5c0,3,1,4,1
47b46b8b-0f3c-45d1-94f8-6f54e6ce019c,2,2,1,3
a4772ebf-77cf-402d-86c0-3318bcbfa3fb,1,4,4,2
9911f296-3455-41a9-af82-cae732242d5e,5,3,3,2
f2ffb619-b051-4cee-8279-498a040c03ce,5,1,2,4
9d5d3a63-000a-417d-8b99-cf90b70be5f2,4,3,2,3
0541e69b-5505-4f28-bd68-01bd4f6cfd6e,5,5,3,1
af15eef5-4b3e-426d-ae4a-9607b25c28ac,4,4,1,1
0de7f003-05f3-4042-a4e5-915799f0751b,4,4,2,4
f236178f-badc-4174-bd55-4b8d30e5e63c,3,3,3,4
78c39fb2-6ebf-448c-97b3-66587a5af9b0,5,5,2,4
4210260c-b59e-4255-a3a4-42cbd08914e6,4,5,1,2
b34d765f-8896-4df0-9802-cf91ec39a4bb,5,2,4,3
5218efe9-bf16-493a-9a81-bb87bdcbd244,5,1,3,1
5cf498d8-916c-4ee2-a8cf-2ab142fffa5b,5,5,2,5
a694164f-e405-4069-9065-74939f154a81,2,1,1,1
55a54e07-89ef-4ef5-81d6-12dbd07bedb8,4,1,2,3
1063f191-c669-4292-b702-3780d72f7718,5,3,1,4
f11e1801-e6b4-4471-8f75-fed66b7fd19d,3,1,1,2
8fd7bed8-b5ad-4f40-aae2-434c03e817ed,2,3,1,1
697365e1-c74a-49d4-b3e0-aae4306a658f,4,4,1,5
5b373d5a-1750-4632-aa24-382856df1415,1,5,3,2
4365386a-ae80-4489-b780-9bdbf99bd264,4,3,4,1
49cd3dda-65d9-4e55-a9c6-91de0c5e9ac5,2,2,3,3
3e81cb6b-fa43-4d0a-acbd-a8a8596b0d89,3,3,2,1
0dedf061-694e-41c4-818a-d449b54f2242,2,1,3,5
c0d2a3dc-a2bc-4c6e-964f-d542bf3b5e2b,5,2,3,2
241902c3-e26b-41b0-a63b-1739f9fd0c9d,2,1,2,1
ef1dd83f-cf5d-4ffd-b2ac-4970858b563a,1,2,4,5
733becf9-8cf4-4c75-8621-a7550eebcc98,1,3,3,1
c70405f1-13dd-41d0-b920-8b7237dd3535,5,1,1,1
7e52287e-3c38-4d16-b2cc-69a6684dd444,5,3,3,4
66f5e98f-cf90-40c2-b8ed-cc421b90e541,1,5,2,5
fe4d5e6c-b786-47d4-8452-0e20bd50d496,3,2,4,1
4955262b-a238-4e6b-be52-23f2416521a3,2,4,3,2
2ef3c2c4-5697-4d03-81ff-4d91dab6708b,1,4,3,3
da166804-dd2c-4f0d-9bec-0c81b2ff4b86,5,3,2,4
a46624f5-24d7-45e5-ade4-612580c2c715,5,2,5,4
2ad3bdef-35bd-4165-9ffe-36d70e64ea36,3,2,5,4
790ae2d4-b761-402c-93de-908aff61d9ca,4,3,3,3
cc85dbd0-ef9e-47b7-a842-3c10cb5ecfac,5,4,1,5
5b770070-02a3-47f8-b714-4150468ee6e5,3,5,3,2
3765f035-07c8-4071-a8cc-1662da7229c5,1,4,5,3
8c6dc365-316b-4e86-bb5c-76074fd8b868,4,1,3,2
cd56b4c2-0ca5-4e97-9033-04259e7fcf79,1,4,1,2
0ba301ab-b089-4d83-9519-9a1b290e4e76,3,1,4,4
f6c79373-e0d0-484f-b272-bbb49fca0842,1,1,3,1
1c4ac140-100d-4f82-badd-d798e9653d81,2,5,2,2
800af98e-8c35-429b-bc0b-6b955988f323,3,5,1,2
3bf4fb74-852b-46ff-899c-8416f17e09f6,4,4,3,2
cb000495-7366-4c1e-9351-5b9d7a2eb0e5,5,3,5,2
62459562-be21-43e0-bdf2-2d0d044c8700,1,4,3,4
dbeb2f06-6a07-4f3f-ab68-3cc4cc73780a,3,5,5,2
18049b01-02bd-4492-a991-5f3e3711e407,1,1,2,1
b3f4325a-267d-4e6f-a1a3-57b49334ab2b,3,1,4,5
0801990d-7fa0-4f9b-b3b1-f2b69fb0a578,3,3,5,5
1719cefa-8e30-4fca-9d5d-8204cb370ec4,4,4,3,2
3be0eec5-5109-4363-a94d-58fedceb2ded,1,3,2,4
3ede0233-60b7-47b8-a2f3-1e8b521cf2b4,1,3,1,1
59b91af1-a5ad-4c52-bbaa-5c7186694aea,3,4,3,1
6c5b564d-5d0c-483b-9e4f-c1dc3c758826,2,2,1,2
a1344828-01f6-42bd-a752-2b721ad1ad7d,5,4,5,4
7c4c664a-fe9b-4b17-8044-1ee770baf88b,5,3,2,5
8084e908-67fa-4db4-a06c-ab1f0a0f89d9,2,2,4,3
afe4eaf7-4ad1-459c-a9dc-f7bf913de6d6,4,3,3,2
226e047c-db57-43cb-a83d-c24778088124,2,3,2,2
8147f1a5-5cb3-46b4-ab73-353d81586229,2,3,2,2
9ca940f5-805d-4428-92b2-d8c4c2d9cdd1,4,1,4,4
f7e48cd1-0ba3-4f7f-a42a-3168ba7d8761,3,4,5,3
fdfc73ae-a12b-4b8a-a763-ddcba44367a0,1,5,4,4
89419913-023a-4dbf-a585-96ce3f7b6fc5,5,1,4,2
2edc3c21-fc40-4c5f-a2be-817ba7605861,5,4,4,3
ed19c3c7-fd94-4b29-974e-5dfbe13dd58e,5,1,1,1
79e16c19-3096-4de6-aa50-28cdcdc4c4d5,2,4,3,1
6c45bb93-f125-40da-a358-73d41db588c1,3,2,4,3
76aa9d0a-ad48-4bba-88d5-8bd3955946e0,3,5,3,2
d0237d15-c6f6-47d4-b425-f9f0bc696967,2,2,4,4
841f6493-3ec8-459e-8c38-dfc111dbe13a,4,2,5,2
e65069fc-9182-402f-a79e-91f19513a95b,4,4,5,3
07433841-653f-43d1-adfa-515d7723952a,3,3,4,2
c2ef272d-9ad3-4d54-9a94-9b9fb43504dc,2,3,2,2
bac908c6-5412-4f0e-ba23-fb51a43d31c2,5,3,3,1
c49f1d2c-5377-4325-967d-87d6456d9285,1,3,5,5
7fdecf61-2195-44ee-995c-bfd8b44f0fcc,3,5,1,4
c7b296e8-c8e5-4da5-b14e-2ebf5b9759d4,5,2,2,2
73dc5cc4-bf1d-45c2-aab9-ffe2d8301249,3,1,5,1
b4f5e7c0-bb86-4dd3-9b6f-db3f5b8d786d,1,5,2,5
05c6fa13-8557-4678-806e-ef40e44a29ec,4,4,3,1
8fbd7ac7-1ee2-4321-8ddc-ded76b88d78e,3,5,2,2
73a220d4-d892-4231-a07f-573f8baf104d,2,5,1,4
5cfa565f-8131-4854-b8c5-f67fb0d83fcb,4,4,2,5
5aaec299-e16d-479e-a6c3-bc4776ff30d2,4,1,5,2
5f20ba74-bc84-4738-a6ce-9fc02353b14b,5,2,1,3
8731cc3a-36df-40bd-aeeb-44af4e719742,2,5,3,2
61cd39dc-2ae8-4621-9db6-7787f54fa5f2,3,4,5,1
163be470-6502-4ea4-a2dd-c10f0a5bd62e,3,4,3,2
4e35cecd-b7f8-4137-8277-7365599eeeac,2,1,4,3
9c1f6ce5-5ab7-4dd7-a427-8e1518b80be3,4,5,5,3
00bebc42-a315-411c-8a02-f5db59b1be40,3,4,2,2
b648c675-8629-4d7e-a7cd-1d37ec6ae929,3,1,3,3
5b4394ad-4ed3-45fb-98de-bf6f104f11fb,3,1,2,1
f407c844-e72c-4a7a-8fbe-38d5b62b884f,1,4,1,3
68fc0fae-6e23-4f7b-80e8-1c617a36010b,2,4,3,3
2c520f07-7956-4ec8-a92b-7f4ba50eea47,1,5,3,4
de785a9b-784f-4856-8afc-0eae0f83b0ab,1,5,1,1
22880403-6558-4e56-9b47-51a25f00b7bb,5,2,1,3
670b3685-ceeb-4d18-8fab-18f18db9e3aa,3,4,1,2
fcc5f00c-729a-44ef-bb14-6b09b7b501cf,1,3,1,3
09ef76e4-6d9a-4e24-8583-dac719df42ac,2,3,4,5
4eba4bbb-1d29-4ebe-bbd0-4c7171fe0360,5,2,3,5
de73d584-d99d-456d-8e81-c0a4f2c022c1,5,4,4,1
643c66b1-a8fe-4817-854d-1d2f1d8b4397,4,1,4,5
e926c15a-e953-4618-987f-90ed1bce8cc8,4,3,2,5
129851df-2e5c-46d0-813d-c31752b44b6d,5,5,3,3
137845cf-a8f5-4186-9e8c-c9099278864b,2,3,3,1
bdae7e5a-13e9-4ffe-b9fa-0e1393f8d3c2,1,4,3,4
cd89fcaf-53c2-4501-9dce-9ba82039984c,4,3,3,3
d3c26f17-ad2b-4317-b2e5-14c47105a765,1,2,1,4
9e86d23d-5653-43fc-827a-af718604f5cb,2,5,5,2
99601bc7-34c7-422d-9411-d9bde2db2803,1,2,2,5
1e9fa884-37f2-4f76-a5f6-ab35ec08ad01,5,1,2,3
b63eb6ca-88b8-4e9e-8304-5f6bd712f540,4,1,1,1
809adbe1-4aef-471a-bf26-458d800c7299,2,1,4,5
ce484de2-f786-4436-9090-7ff139c9b604,5,1,5,2
6e78c1f3-104c-4131-8383-26b6eff86e9b,2,4,2,5
f0474665-0f57-4462-9d54-26434d297b0a,4,4,4,5
de4e16cf-1da4-4f15-ba31-d5b6a880f3ed,1,4,3,4
a0e2e9ba-0dcf-4ebf-af78-27c7894aedda,2,2,5,2
0ddc9b9a-f8c6-452e-9c49-bd2a35b6eda9,4,2,5,1
67e0dc2d-b624-4398-b866-798bf7f18f6d,5,3,3,5
e70b794b-f572-4303-b9ca-262f707aa365,4,5,2,5
1f7eb6b5-e82f-4948-a39a-ef214c488c6f,1,2,5,1
1500120f-28a5-49e2-b690-efacc46e3a7c,4,3,1,1
b5e97687-d134-40e5-80ea-9ac2b2c04ba6,5,1,1,3
f4fa7e47-67ea-4229-bb1c-0cc7415937b1,5,1,1,3
33ba0dd8-f2ac-4dae-8df6-0c432f53dd7b,2,2,5,5
bed6b29b-6837-4b78-a73c-ca0277d4ab3c,5,4,2,3
23231535-99e7-4ed7-9f9d-6292aa6fa38a,3,3,4,5
e69ef802-b877-45f7-a1cc-d0a35271bd8d,5,5,2,1
0d782f5f-7105-497d-adab-681935e21d44,1,3,4,3
5df72c27-c2e3-4dd5-91ce-8e98de984f10,5,4,5,2
f16b2844-fe03-4dd4-84dd-61c169c2c721,2,4,3,2
988c94ab-39a2-46ca-9f05-c827754137f5,5,2,4,1
45f7080c-4be0-4086-8b1c-fc7238bea237,4,4,4,5
9dea7173-472e-4e29-8c91-ebe1034778df,4,4,2,2
2ba67c19-32e5-466f-b291-930e0045b93f,4,5,5,3
7e55292c-a1c4-4a5a-a8eb-088255261038,3,4,2,4
4fcfd625-871f-476a-8d1b-8726ac6d6b97,2,1,5,5
6f1bf4ad-e372-446c-a7c7-dc3564ed17df,4,4,4,3
94c8d483-f21d-4d5e-8b9a-47871673dc2f,4,1,3,5
07efad55-a205-43bb-92d1-cb37eaa2cf50,4,5,5,3
bf41cbec-026f-4736-bfcb-858d48046487,2,2,4,1
e6d329a9-f4bb-4568-aa14-f6975369aa99,4,1,3,1
72cd71e8-ac67-42bd-aa3d-81402cc07d00,3,2,2,1
357dcde3-95a1-4475-8d64-6bd6073e1848,4,2,2,1
7282d58d-afd8-4bdc-b7b0-ff641c2328e0,1,1,5,3
775f5176-e823-4478-8460-331f814ba140,3,3,5,2
df22333b-d778-401b-b283-0fd27904bf82,1,4,5,3
5476bd02-f03f-4687-bc36-b087fb92a5b0,4,5,2,3
6e980d46-f900-4520-8013-f408f03e7085,4,2,5,4
6b7e4a4e-4727-4df1-8987-b27e562bc739,2,3,4,4
f65ab6ae-fdaa-46fd-8580-d829e36e927f,1,2,1,3
4413aa2f-b0fa-49f0-b787-3affc1534ee8,1,3,1,1
0ea23841-228e-4d7c-ad2a-0114845fff77,5,5,5,4
c257b917-494e-44da-a74e-ac66377bf3a5,5,3,4,4
691e77e7-dcbf-4bab-8654-93cd26987430,5,5,4,3
1bdf4bba-d599-4b50-99e0-f6122b1074eb,5,4,4,5
adf05de7-9a20-43e3-ad7b-c8344fe29815,1,3,3,4
4e8bdc5b-580e-4857-9a38-516e28d3e155,2,2,4,1
3d4740de-a03d-4719-baed-51656f9b84cf,5,4,2,3
11998df6-2cb6-4757-b71b-a28312b3d2eb,1,2,2,5
1892944b-8324-43b5-9a77-79417bbb8623,2,2,4,2
1ebe5968-afd3-4b19-bafa-3d2c191caa90,2,4,1,1
297896af-ee8b-4f0c-accd-fc7d9a170b8d,5,4,3,1
f0abb4de-2ad9-4e56-aee3-3012a42fca62,1,5,2,3
9a58ba95-d9e8-4453-ae4f-827039f75c2a,3,3,2,2
47683461-420c-4366-96c0-8d40cf682024,1,5,2,1
cda37ce5-0407-47d8-be3d-ff4bc862bff1,2,1,3,1
9ba5726f-2a84-4d4c-b91b-8c98dfa25c34,4,1,4,3
ce8bab8d-a1dd-4a62-acf9-cd40f184d8cb,5,5,3,1
15b2048a-642c-4f0b-89da-0badd9b7af4e,2,5,4,5
88631424-e502-4762-a8e9-192dae00f805,3,3,5,2
cd5c1ad9-102a-4240-a3c4-76806707e5b0,3,4,2,4
6c01ebf0-b2f8-4335-93f9-3531da1e79b8,3,1,1,4
ed9398a8-7000-4e20-9d31-c6528d736042,3,4,3,2
2d4a7a23-4314-4174-8fbe-edb52052772c,1,2,3,5
ab50f659-3425-42b4-9022-e86ecb50a0d7,2,2,2,3
0285bd70-ac6d-4236-926c-9c1ce0215273,3,4,2,3
a3b391f9-a216-4780-adc7-acf8f4d1db8d,2,2,1,4
74ed7b9f-c82a-4510-bfa0-ae7604e87696,2,1,1,1
8cb4f297-8253-4a3f-9725-53ad5b9a7261,4,1,2,2
84dae557-7966-4484-8764-e2b581e4161f,1,2,4,5
c1897d1d-bcb4-4f52-9758-711652b4bd1a,4,1,2,3
b22d5d86-f489-4a50-a25a-b4ca1b42e9ea,5,2,1,2
2db10db9-34be-413d-921e-9bd421722d4e,5,3,2,1
72bda8b9-1dee-4925-90ef-123712fa6a2d,5,3,1,4
5d579a1b-126d-45c9-bb2a-487269bdbb98,4,4,5,1
750948c4-f93a-4bee-a14e-24b4f615aec6,2,2,4,5
c044b7ea-4670-4fe8-82b6-91036ee34908,5,3,1,4
1e98e0a8-eae8-4eed-a768-1b986aa0b10e,5,3,3,1
383cb6a3-a87c-4b28-bad4-ab2e8e05aa07,4,1,3,5
a23e82ad-a1e1-44a0-a225-d0e2ec8df89b,2,4,4,5
d159f951-c81d-4031-987e-c13525ae55dd,5,4,4,5
a6039d09-3313-4027-b472-a6aa2cfec9cd,1,3,3,2
daa25527-42b2-4b77-b215-a887a9c5ad2f,5,3,5,5
81a2efd6-c215-48b8-b0ee-2f1b83338080,4,4,5,3
48bd6cd7-8ec1-4da5-a4c2-818436fb311b,4,1,1,5
5cacabbe-3edd-4dc7-b2a1-13985cb87e52,1,5,4,1
ef96b41f-5c72-46a5-9264-613d9550c5ce,2,1,3,3
06aeb3b5-a164-4b83-bd67-686a49771468,1,5,4,4
33b3170f-8f5b-4848-81a0-a243914810a5,5,4,3,3
e3f59bee-835c-4bce-847c-cf222bd965f8,4,4,3,1
981a917c-b71f-4f5e-aef2-ad3a5cbf0227,2,4,1,4
e953dc72-6eaf-48df-b9e2-0c4e77f4fd39,5,2,4,1
c5c5e4f6-8a04-414b-a5c5-50d56b5303a7,1,2,5,1
9034bb3f-e9c8-4469-9f8f-2ccb83918eca,5,2,4,2
57857bc3-5d1a-483a-a2c1-9fb640f90541,1,4,3,2
fd37fdcc-c1d9-45a8-bb15-7ebddccdef92,3,3,5,1
e97c450e-14e2-4be2-8d1a-e238b8ab55db,3,4,3,5
254fd58c-a65c-4671-be85-e06b85aaf52e,4,5,4,2
d8b680b3-166a-45ad-84c5-1aaba78675e3,2,1,3,1
373c0c95-8c04-446e-a8b8-87a4bb5c39ff,4,5,2,3
1b23fe2a-be3f-450a-8b35-ca91d175716c,5,1,5,1
400b1353-3995-4531-b758-643b8aee2a1e,3,5,1,1
d77a781f-91a0-41f8-8a42-89e63bf59581,4,1,2,4
c0d784dc-29d0-4991-b8db-c412c78af5ad,1,3,3,2
1c34a0a4-624a-4e9e-a709-497c6803bd24,2,1,4,4
26bae021-b6ad-4a59-912f-8b2742c88741,3,4,3,5
472d3ca8-68f5-42a9-b541-230c393ac9a6,2,5,1,1
ed434366-4466-4c96-8d20-fd68c6d7ce2c,2,2,4,2
734dc279-df8c-4d8e-8239-e908e627107d,3,3,5,2
caa1c8bb-e711-4e9e-9613-fbb3607ec208,1,5,5,2
8cff3a44-9baf-4fc4-8721-b30d7d0752d4,1,3,3,1
b5408f0f-1ba6-4355-a05e-e69345baf71a,1,2,2,1
fcd55e67-f0e6-4538-96ac-2911c5b808f2,2,2,4,3
4d3f7cd6-ccbd-4407-87e7-3522e2883c88,1,2,2,4
8540a10b-236b-42e3-9b4c-b5d4fec03096,5,2,3,4
1eb56392-3389-4b37-a35e-363d3452fd27,5,2,4,1
5111b70a-92fd-45a9-b6dc-45dbf7c0cc67,1,4,5,5
41e2696e-7ee0-47d6-bf7f-844807ec0a3a,1,1,5,2
d932fd29-6c16-4293-8ddd-2aefcf9343bc,3,2,3,1
9d3086e1-783f-4269-8b43-37a27fbd14d3,3,5,4,1
ce5d2045-e4f1-41d0-bb44-834c888908ee,4,5,3,1
018f9ff5-6e20-4ae3-99b7-142a5d5fb64f,2,2,5,2
495477fb-5bab-4473-a175-63620bdb7028,2,3,1,2
d30c7e08-0265-4e08-9104-d271ec67a564,3,2,2,1
51f45b31-c448-4db1-bbdf-b4773dd33df5,5,4,3,3
b2fe473a-ea2e-4a3a-a5e0-a5b73dcd120a,4,1,1,4
